Record Date,Country,Currency,Country - Currency Description,Exchange Rate,Effective Date,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-09-30,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,2019-09-30,110,2019,4,2019,3,09,30
2019-09-30,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36.0,2019-09-30,111,2019,4,2019,3,09,30
2019-09-30,MAURITIUS,RUPEE,MAURITIUS-RUPEE,36.1,2019-09-30,112,2019,4,2019,3,09,30
2019-09-30,MEXICO,PESO,MEXICO-PESO,19.725,2019-09-30,113,2019,4,2019,3,09,30
2019-09-30,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,2019-09-30,114,2019,4,2019,3,09,30
2019-09-30,MOLDOVA,LEU,MOLDOVA-LEU,17.66,2019-09-30,115,2019,4,2019,3,09,30
2019-09-30,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2667.6399,2019-09-30,116,2019,4,2019,3,09,30
2019-09-30,MONTENEGRO,EURO,MONTENEGRO-EURO,0.917,2019-09-30,117,2019,4,2019,3,09,30
2019-09-30,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.74,2019-09-30,118,2019,4,2019,3,09,30
2019-09-30,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,61.3,2019-09-30,119,2019,4,2019,3,09,30
2019-09-30,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,15.195,2019-09-30,120,2019,4,2019,3,09,30
2019-09-30,NEPAL,RUPEE,NEPAL-RUPEE,113.15,2019-09-30,121,2019,4,2019,3,09,30
2019-09-30,NETHERLANDS,EURO,NETHERLANDS-EURO,0.917,2019-09-30,123,2019,4,2019,3,09,30
2019-09-30,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,2019-09-30,122,2019,4,2019,3,09,30
2019-09-30,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.595,2019-09-30,124,2019,4,2019,3,09,30
2019-09-30,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,33.45,2019-09-30,125,2019,4,2019,3,09,30
2019-09-30,NIGER,CFA FRANC,NIGER-CFA FRANC,596.0,2019-09-30,126,2019,4,2019,3,09,30
2019-09-30,NIGERIA,NAIRA,NIGERIA-NAIRA,361.0,2019-09-30,127,2019,4,2019,3,09,30
2019-09-30,NORWAY,KRONE,NORWAY-KRONE,9.088,2019-09-30,128,2019,4,2019,3,09,30
2019-09-30,OMAN,RIAL,OMAN-RIAL,0.385,2019-09-30,129,2019,4,2019,3,09,30
2019-09-30,PAKISTAN,RUPEE,PAKISTAN-RUPEE,156.0,2019-09-30,130,2019,4,2019,3,09,30
2019-09-30,PALAU,DOLLAR,PALAU-DOLLAR,1.0,2019-09-30,131,2019,4,2019,3,09,30
2019-09-30,PANAMA,BALBOA,PANAMA-BALBOA,1.0,2019-09-30,132,2019,4,2019,3,09,30
2019-09-30,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.317,2019-09-30,133,2019,4,2019,3,09,30
2019-09-30,PARAGUAY,GUARANI,PARAGUAY-GUARANI,6378.6099,2019-09-30,134,2019,4,2019,3,09,30
2019-09-30,PERU,SOL,PERU-SOL,3.38,2019-09-30,135,2019,4,2019,3,09,30
2019-09-30,PHILIPPINES,PESO,PHILIPPINES-PESO,51.901,2019-09-30,136,2019,4,2019,3,09,30
2019-09-30,POLAND,ZLOTY,POLAND-ZLOTY,4.015,2019-09-30,137,2019,4,2019,3,09,30
2019-09-30,PORTUGAL,EURO,PORTUGAL-EURO,0.917,2019-09-30,138,2019,4,2019,3,09,30
2019-09-30,QATAR,RIYAL,QATAR-RIYAL,3.642,2019-09-30,139,2019,4,2019,3,09,30
2019-09-30,ROMANIA,NEW LEU,ROMANIA-NEW LEU,4.357,2019-09-30,140,2019,4,2019,3,09,30
2019-09-30,RUSSIA,RUBLE,RUSSIA-RUBLE,64.965,2019-09-30,141,2019,4,2019,3,09,30
2019-09-30,RWANDA,FRANC,RWANDA-FRANC,910.0,2019-09-30,142,2019,4,2019,3,09,30
2019-09-30,Rep. of N Macedonia,Dinar,Rep. of N Macedonia-Dinar,56.24,2019-09-30,143,2019,4,2019,3,09,30
2019-09-30,Republic of Palau,Dollar,Republic of Palau-Dollar,1.0,2019-09-30,144,2019,4,2019,3,09,30
2019-09-30,SAO TOME & PRINCIPE,NEW DOBRAS,SAO TOME & PRINCIPE-NEW DOBRAS,22.31,2019-09-30,145,2019,4,2019,3,09,30
2019-09-30,SAUDI ARABIA,RIYAL,SAUDI ARABIA-RIYAL,3.75,2019-09-30,146,2019,4,2019,3,09,30
2019-09-30,SENEGAL,CFA FRANC,SENEGAL-CFA FRANC,596.0,2019-09-30,147,2019,4,2019,3,09,30
2019-09-30,SERBIA,DINAR,SERBIA-DINAR,107.43,2019-09-30,148,2019,4,2019,3,09,30
2019-09-30,SEYCHELLES,RUPEE,SEYCHELLES-RUPEE,13.62,2019-09-30,149,2019,4,2019,3,09,30
2019-09-30,SIERRA LEONE,LEONE,SIERRA LEONE-LEONE,9348.0,2019-09-30,150,2019,4,2019,3,09,30
2019-09-30,SINGAPORE,DOLLAR,SINGAPORE-DOLLAR,1.383,2019-09-30,151,2019,4,2019,3,09,30
2019-09-30,SLOVAK REPUBLIC,EURO,SLOVAK REPUBLIC-EURO,0.917,2019-09-30,152,2019,4,2019,3,09,30
2019-09-30,SLOVENIA,EURO,SLOVENIA-EURO,0.917,2019-09-30,153,2019,4,2019,3,09,30
2019-09-30,SOLOMON ISLANDS,DOLLAR,SOLOMON ISLANDS-DOLLAR,7.752,2019-09-30,154,2019,4,2019,3,09,30
2019-09-30,SOMALI,SHILLING,SOMALI-SHILLING,575.0,2019-09-30,155,2019,4,2019,3,09,30
2019-09-30,SOUTH AFRICA,RAND,SOUTH AFRICA-RAND,15.195,2019-09-30,156,2019,4,2019,3,09,30
2019-09-30,SOUTH SUDANESE,POUND,SOUTH SUDANESE-POUND,159.82,2019-09-30,157,2019,4,2019,3,09,30
2019-09-30,SPAIN,EURO,SPAIN-EURO,0.917,2019-09-30,158,2019,4,2019,3,09,30
2019-09-30,SRI LANKA,RUPEE,SRI LANKA-RUPEE,182.0,2019-09-30,159,2019,4,2019,3,09,30
2019-09-30,ST LUCIA,EC DOLLAR,ST LUCIA-EC DOLLAR,2.7,2019-09-30,160,2019,4,2019,3,09,30
2019-09-30,SUDAN,SUDANESE POUND,SUDAN-SUDANESE POUND,45.0,2019-09-30,161,2019,4,2019,3,09,30
2019-09-30,SURINAME,GUILDER,SURINAME-GUILDER,7.52,2019-09-30,162,2019,4,2019,3,09,30
2019-09-30,SWAZILAND,LILANGENI,SWAZILAND-LILANGENI,15.195,2019-09-30,163,2019,4,2019,3,09,30
2019-09-30,SWEDEN,KRONA,SWEDEN-KRONA,9.818,2019-09-30,164,2019,4,2019,3,09,30
2019-09-30,SWITZERLAND,FRANC,SWITZERLAND-FRANC,0.997,2019-09-30,165,2019,4,2019,3,09,30
2019-09-30,SYRIA,POUND,SYRIA-POUND,435.0,2019-09-30,166,2019,4,2019,3,09,30
2019-09-30,TAIWAN,DOLLAR,TAIWAN-DOLLAR,31.052,2019-09-30,167,2019,4,2019,3,09,30
2019-09-30,TAJIKISTAN,SOMONI,TAJIKISTAN-SOMONI,9.65,2019-09-30,168,2019,4,2019,3,09,30
2019-09-30,TANZANIA,SHILLING,TANZANIA-SHILLING,2293.0,2019-09-30,169,2019,4,2019,3,09,30
2019-09-30,THAILAND,BAHT,THAILAND-BAHT,30.6,2019-09-30,170,2019,4,2019,3,09,30
2019-09-30,TIMOR,LESTE DILI,TIMOR-LESTE DILI,1.0,2019-09-30,171,2019,4,2019,3,09,30
2019-09-30,TOGO,CFA FRANC,TOGO-CFA FRANC,596.0,2019-09-30,172,2019,4,2019,3,09,30
2019-09-30,TONGA,PA'ANGA,TONGA-PA'ANGA,2.222,2019-09-30,173,2019,4,2019,3,09,30
2019-09-30,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.711,2019-09-30,174,2019,4,2019,3,09,30
2019-09-30,TUNISIA,DINAR,TUNISIA-DINAR,2.857,2019-09-30,175,2019,4,2019,3,09,30
2019-09-30,TURKEY,New LIRA,TURKEY-New LIRA,5.647,2019-09-30,176,2019,4,2019,3,09,30
2019-09-30,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019-09-30,177,2019,4,2019,3,09,30
2019-09-30,UGANDA,SHILLING,UGANDA-SHILLING,3678.0,2019-09-30,178,2019,4,2019,3,09,30
2019-09-30,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,24.31,2019-09-30,179,2019,4,2019,3,09,30
2019-09-30,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019-09-30,180,2019,4,2019,3,09,30
2019-09-30,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.812,2019-09-30,181,2019,4,2019,3,09,30
2019-09-30,URUGUAY,PESO,URUGUAY-PESO,36.84,2019-09-30,182,2019,4,2019,3,09,30
2019-09-30,UZBEKISTAN,SOM,UZBEKISTAN-SOM,9400.0,2019-09-30,183,2019,4,2019,3,09,30
2019-09-30,VANUATU,VATU,VANUATU-VATU,115.34,2019-09-30,184,2019,4,2019,3,09,30
2019-09-30,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832.0,2019-09-30,185,2019,4,2019,3,09,30
2019-09-30,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,21028.08,2019-09-30,186,2019,4,2019,3,09,30
2019-09-30,VIETNAM,DONG,VIETNAM-DONG,23200.0,2019-09-30,187,2019,4,2019,3,09,30
2019-09-30,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.543,2019-09-30,188,2019,4,2019,3,09,30
2019-09-30,YEMEN,RIAL,YEMEN-RIAL,480.0,2019-09-30,189,2019,4,2019,3,09,30
2019-09-30,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,13.115,2019-09-30,190,2019,4,2019,3,09,30
2019-09-30,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,0.0,2019-09-30,191,2019,4,2019,3,09,30
2019-09-30,ZIMBABWE,RTGS,ZIMBABWE-RTGS,14.67,2019-09-30,192,2019,4,2019,3,09,30
2019-06-30,AFGHANISTAN,AFGHANI,AFGHANISTAN-AFGHANI,79.912,2019-06-30,1,2019,3,2019,2,06,30
2019-06-30,ALBANIA,LEK,ALBANIA-LEK,107.6,2019-06-30,2,2019,3,2019,2,06,30
2019-06-30,ALGERIA,DINAR,ALGERIA-DINAR,118.571,2019-06-30,3,2019,3,2019,2,06,30
2019-06-30,ANGOLA,KWANZA,ANGOLA-KWANZA,340.0,2019-06-30,4,2019,3,2019,2,06,30
2019-06-30,ANTIGUA,BARBUDA-E. CARIBBEAN DOLLAR,ANTIGUA-BARBUDA-E. CARIBBEAN DOLLAR,2.7,2019-06-30,5,2019,3,2019,2,06,30
2019-06-30,ARGENTINA,PESO,ARGENTINA-PESO,42.69,2019-06-30,6,2019,3,2019,2,06,30
2019-06-30,ARMENIA,DRAM,ARMENIA-DRAM,480.0,2019-06-30,7,2019,3,2019,2,06,30
2019-06-30,AUSTRALIA,DOLLAR,AUSTRALIA-DOLLAR,1.427,2019-06-30,8,2019,3,2019,2,06,30
2019-06-30,AUSTRIA,EURO,AUSTRIA-EURO,0.879,2019-06-30,9,2019,3,2019,2,06,30
2019-06-30,AZERBAIJAN,NEW MANAT,AZERBAIJAN-NEW MANAT,1.7,2019-06-30,10,2019,3,2019,2,06,30
2019-06-30,BAHAMAS,DOLLAR,BAHAMAS-DOLLAR,1.0,2019-06-30,11,2019,3,2019,2,06,30
2019-06-30,BAHRAIN,DINAR,BAHRAIN-DINAR,0.377,2019-06-30,12,2019,3,2019,2,06,30
2019-06-30,BANGLADESH,TAKA,BANGLADESH-TAKA,84.0,2019-06-30,13,2019,3,2019,2,06,30
2019-06-30,BARBADOS,DOLLAR,BARBADOS-DOLLAR,2.02,2019-06-30,14,2019,3,2019,2,06,30
2019-06-30,BELARUS,NEW RUBLE,BELARUS-NEW RUBLE,2.02,2019-06-30,15,2019,3,2019,2,06,30
2019-06-30,BELGIUM,EURO,BELGIUM-EURO,0.879,2019-06-30,16,2019,3,2019,2,06,30
2019-06-30,BELIZE,DOLLAR,BELIZE-DOLLAR,2.0,2019-06-30,17,2019,3,2019,2,06,30
2019-06-30,BENIN,CFA FRANC,BENIN-CFA FRANC,573.5,2019-06-30,18,2019,3,2019,2,06,30
2019-06-30,BERMUDA,DOLLAR,BERMUDA-DOLLAR,1.0,2019-06-30,19,2019,3,2019,2,06,30
2019-06-30,BOLIVIA,BOLIVIANO,BOLIVIA-BOLIVIANO,6.86,2019-06-30,20,2019,3,2019,2,06,30
2019-06-30,BOSNIA,MARKA,BOSNIA-MARKA,1.72,2019-06-30,21,2019,3,2019,2,06,30
2019-06-30,BOTSWANA,PULA,BOTSWANA-PULA,10.582,2019-06-30,22,2019,3,2019,2,06,30
2019-06-30,BRAZIL,REAL,BRAZIL-REAL,3.819,2019-06-30,23,2019,3,2019,2,06,30
2019-06-30,BRUNEI,DOLLAR,BRUNEI-DOLLAR,1.353,2019-06-30,24,2019,3,2019,2,06,30
2019-06-30,BULGARIA,LEV,BULGARIA-LEV,1.72,2019-06-30,25,2019,3,2019,2,06,30
2019-06-30,BURKINA FASO,CFA FRANC,BURKINA FASO-CFA FRANC,573.5,2019-06-30,26,2019,3,2019,2,06,30
2019-06-30,BURMA,KYAT,BURMA-KYAT,1508.0,2019-06-30,27,2019,3,2019,2,06,30
2019-06-30,BURUNDI,FRANC,BURUNDI-FRANC,1810.0,2019-06-30,28,2019,3,2019,2,06,30
2019-06-30,CAMBODIA (KHMER),RIEL,CAMBODIA (KHMER)-RIEL,4051.0,2019-06-30,29,2019,3,2019,2,06,30
2019-06-30,CAMEROON,CFA FRANC,CAMEROON-CFA FRANC,576.1,2019-06-30,30,2019,3,2019,2,06,30
2019-06-30,CANADA,DOLLAR,CANADA-DOLLAR,1.309,2019-06-30,31,2019,3,2019,2,06,30
2019-06-30,CAPE VERDE,ESCUDO,CAPE VERDE-ESCUDO,97.045,2019-06-30,32,2019,3,2019,2,06,30
2019-06-30,CAYMAN ISLANDS,DOLLAR,CAYMAN ISLANDS-DOLLAR,0.82,2019-06-30,33,2019,3,2019,2,06,30
2019-06-30,CENTRAL AFRICAN REPUBLIC,CFA FRANC,CENTRAL AFRICAN REPUBLIC-CFA FRANC,576.1,2019-06-30,34,2019,3,2019,2,06,30
2019-06-30,CHAD,CFA FRANC,CHAD-CFA FRANC,576.1,2019-06-30,35,2019,3,2019,2,06,30
2019-06-30,CHILE,PESO,CHILE-PESO,678.8,2019-06-30,36,2019,3,2019,2,06,30
2019-06-30,CHINA,RENMINBI,CHINA-RENMINBI,6.869,2019-06-30,37,2019,3,2019,2,06,30
2019-06-30,COLOMBIA,PESO,COLOMBIA-PESO,3196.15,2019-06-30,38,2019,3,2019,2,06,30
2019-06-30,COMOROS,FRANC,COMOROS-FRANC,433.02,2019-06-30,39,2019,3,2019,2,06,30
2019-06-30,CONGO,CFA FRANC,CONGO-CFA FRANC,576.1,2019-06-30,40,2019,3,2019,2,06,30
2019-06-30,COSTA RICA,COLON,COSTA RICA-COLON,581.3,2019-06-30,41,2019,3,2019,2,06,30
2019-06-30,COTE D'IVOIRE,CFA FRANC,COTE D'IVOIRE-CFA FRANC,573.5,2019-06-30,42,2019,3,2019,2,06,30
2019-06-30,CROATIA,KUNA,CROATIA-KUNA,6.35,2019-06-30,43,2019,3,2019,2,06,30
2019-06-30,CUBA,PESO,CUBA-PESO,1.0,2019-06-30,44,2019,3,2019,2,06,30
2019-06-30,CYPRUS,EURO,CYPRUS-EURO,0.829,2019-06-30,45,2019,3,2019,2,06,30
2019-06-30,CZECH REPUBLIC,KORUNA,CZECH REPUBLIC-KORUNA,21.829,2019-06-30,46,2019,3,2019,2,06,30
2019-06-30,DEMOCRATIC REPUBLIC OF CONGO,FRANC,DEMOCRATIC REPUBLIC OF CONGO-FRANC,1650.0,2019-06-30,47,2019,3,2019,2,06,30
2019-06-30,DENMARK,KRONE,DENMARK-KRONE,6.562,2019-06-30,48,2019,3,2019,2,06,30
2019-06-30,DJIBOUTI,FRANC,DJIBOUTI-FRANC,177.0,2019-06-30,49,2019,3,2019,2,06,30
2019-06-30,DOMINICAN REPUBLIC,PESO,DOMINICAN REPUBLIC-PESO,50.45,2019-06-30,50,2019,3,2019,2,06,30
2019-06-30,ECUADOR,DOLARES,ECUADOR-DOLARES,1.0,2019-06-30,51,2019,3,2019,2,06,30
2019-06-30,EGYPT,POUND,EGYPT-POUND,16.66,2019-06-30,52,2019,3,2019,2,06,30
2019-06-30,EL SALVADOR,DOLARES,EL SALVADOR-DOLARES,1.0,2019-06-30,53,2019,3,2019,2,06,30
2019-06-30,EQUATORIAL GUINEA,CFA FRANC,EQUATORIAL GUINEA-CFA FRANC,576.1,2019-06-30,54,2019,3,2019,2,06,30
2019-06-30,ERITREA,NAKFA,ERITREA-NAKFA,15.0,2019-06-30,55,2019,3,2019,2,06,30
2019-06-30,ESTONIA,EURO,ESTONIA-EURO,0.879,2019-06-30,56,2019,3,2019,2,06,30
2019-06-30,ETHIOPIA,BIRR,ETHIOPIA-BIRR,28.9,2019-06-30,57,2019,3,2019,2,06,30
2019-06-30,EURO ZONE,EURO,EURO ZONE-EURO,0.879,2019-06-30,58,2019,3,2019,2,06,30
2019-06-30,FIJI,DOLLAR,FIJI-DOLLAR,2.105,2019-06-30,59,2019,3,2019,2,06,30
2019-06-30,FINLAND,EURO,FINLAND-EURO,0.879,2019-06-30,60,2019,3,2019,2,06,30
2019-06-30,FRANCE,EURO,FRANCE-EURO,0.879,2019-06-30,61,2019,3,2019,2,06,30
2019-06-30,GABON,CFA FRANC,GABON-CFA FRANC,576.1,2019-06-30,62,2019,3,2019,2,06,30
2019-06-30,GAMBIA,DALASI,GAMBIA-DALASI,50.0,2019-06-30,63,2019,3,2019,2,06,30
2019-06-30,GEORGIA,LARI,GEORGIA-LARI,2.88,2019-06-30,64,2019,3,2019,2,06,30
2019-06-30,GERMANY,EURO,GERMANY EURO,0.879,2019-06-30,65,2019,3,2019,2,06,30
2019-06-30,GHANA,CEDI,GHANA-CEDI,5.41,2019-06-30,66,2019,3,2019,2,06,30
2019-06-30,GREECE,EURO,GREECE-EURO,0.879,2019-06-30,67,2019,3,2019,2,06,30
2019-06-30,GRENADA,EAST CARIBBEAN DOLLAR,GRENADA-EAST CARIBBEAN DOLLAR,2.7,2019-06-30,68,2019,3,2019,2,06,30
2019-06-30,GUATEMALA,QUETZAL,GUATEMALA-QUETZAL,7.69,2019-06-30,69,2019,3,2019,2,06,30
2019-06-30,GUINEA,FRANC,GUINEA-FRANC,9154.0,2019-06-30,71,2019,3,2019,2,06,30
2019-06-30,GUINEA BISSAU,CFA FRANC,GUINEA BISSAU-CFA FRANC,573.5,2019-06-30,70,2019,3,2019,2,06,30
2019-06-30,GUYANA,DOLLAR,GUYANA-DOLLAR,215.0,2019-06-30,72,2019,3,2019,2,06,30
2019-06-30,HAITI,GOURDE,HAITI-GOURDE,93.157,2019-06-30,73,2019,3,2019,2,06,30
2019-06-30,HONDURAS,LEMPIRA,HONDURAS-LEMPIRA,25.0,2019-06-30,74,2019,3,2019,2,06,30
2019-06-30,HONG KONG,DOLLAR,HONG KONG-DOLLAR,7.809,2019-06-30,75,2019,3,2019,2,06,30
2019-06-30,HUNGARY,FORINT,HUNGARY-FORINT,284.2,2019-06-30,76,2019,3,2019,2,06,30
2019-06-30,ICELAND,KRONA,ICELAND-KRONA,124.52,2019-06-30,77,2019,3,2019,2,06,30
2019-06-30,INDIA,RUPEE,INDIA-RUPEE,68.6,2019-06-30,78,2019,3,2019,2,06,30
2019-06-30,INDONESIA,RUPIAH,INDONESIA-RUPIAH,14115.0,2019-06-30,79,2019,3,2019,2,06,30
2019-06-30,IRAN,RIAL,IRAN-RIAL,42000.0,2019-06-30,80,2019,3,2019,2,06,30
2019-06-30,IRAQ,DINAR,IRAQ-DINAR,1138.0,2019-06-30,81,2019,3,2019,2,06,30
2019-06-30,IRELAND,EURO,IRELAND-EURO,0.879,2019-06-30,82,2019,3,2019,2,06,30
2019-06-30,ISRAEL,SHEKEL,ISRAEL-SHEKEL,3.567,2019-06-30,83,2019,3,2019,2,06,30
2019-06-30,ITALY,EURO,ITALY-EURO,0.879,2019-06-30,84,2019,3,2019,2,06,30
2019-06-30,JAMAICA,DOLLAR,JAMAICA-DOLLAR,132.0,2019-06-30,85,2019,3,2019,2,06,30
2019-06-30,JAPAN,YEN,JAPAN-YEN,107.73,2019-06-30,86,2019,3,2019,2,06,30
2019-06-30,JERUSALEM,SHEKEL,JERUSALEM-SHEKEL,3.567,2019-06-30,87,2019,3,2019,2,06,30
2019-06-30,JORDAN,DINAR,JORDAN-DINAR,0.708,2019-06-30,88,2019,3,2019,2,06,30
2019-06-30,KAZAKHSTAN,TENGE,KAZAKHSTAN-TENGE,379.85,2019-06-30,89,2019,3,2019,2,06,30
2019-06-30,KENYA,SHILLING,KENYA-SHILLING,102.24,2019-06-30,90,2019,3,2019,2,06,30
2019-06-30,KOREA,WON,KOREA-WON,1154.45,2019-06-30,91,2019,3,2019,2,06,30
2019-06-30,KOSOVO,EURO,KOSOVO-EURO,0.879,2019-06-30,92,2019,3,2019,2,06,30
2019-06-30,KUWAIT,DINAR,KUWAIT-DINAR,0.303,2019-06-30,93,2019,3,2019,2,06,30
2019-06-30,KYRGYZSTAN,SOM,KYRGYZSTAN-SOM,69.6,2019-06-30,94,2019,3,2019,2,06,30
2019-06-30,LAOS,KIP,LAOS-KIP,8645.0,2019-06-30,95,2019,3,2019,2,06,30
2019-06-30,LATVIA,EURO,LATVIA-EURO,0.879,2019-06-30,96,2019,3,2019,2,06,30
2019-06-30,LEBANON,POUND,LEBANON-POUND,1500.0,2019-06-30,97,2019,3,2019,2,06,30
2019-06-30,LESOTHO,SOUTH AFRICAN RAND,LESOTHO-SOUTH AFRICAN RAND,14.168,2019-06-30,98,2019,3,2019,2,06,30
2019-06-30,LIBERIA,DOLLAR,LIBERIA-DOLLAR,195.3,2019-06-30,99,2019,3,2019,2,06,30
2019-06-30,LIBYA,DINAR,LIBYA-DINAR,1.388,2019-06-30,100,2019,3,2019,2,06,30
2019-06-30,LITHUANIA,EURO,LITHUANIA-EURO,0.879,2019-06-30,101,2019,3,2019,2,06,30
2019-06-30,LUXEMBOURG,EURO,LUXEMBOURG-EURO,0.879,2019-06-30,102,2019,3,2019,2,06,30
2019-06-30,MACEDONIA FYROM,DENAR(ARIARY),MACEDONIA FYROM-DENAR(ARIARY),53.96,2019-06-30,103,2019,3,2019,2,06,30
2019-06-30,MADAGASCAR,FRANC,MADAGASCAR-FRANC,3591.4,2019-06-30,104,2019,3,2019,2,06,30
2019-06-30,MALAWI,KWACHA,MALAWI-KWACHA,789.0,2019-06-30,105,2019,3,2019,2,06,30
2019-06-30,MALAYSIA,RINGGIT,MALAYSIA-RINGGIT,4.13,2019-06-30,106,2019,3,2019,2,06,30
2019-06-30,MALDIVES,RUFIYAA,MALDIVES-RUFIYAA,15.42,2019-06-30,107,2019,3,2019,2,06,30
2019-06-30,MALI,CFA FRANC,MALI-CFA FRANC,573.5,2019-06-30,108,2019,3,2019,2,06,30
2019-06-30,MALTA,EURO,MALTA-EURO,0.879,2019-06-30,109,2019,3,2019,2,06,30
2019-06-30,MARSHALLS ISLANDS,DOLLAR,MARSHALLS ISLANDS-DOLLAR,1.0,2019-06-30,110,2019,3,2019,2,06,30
2019-06-30,MARTINIQUE,EURO,MARTINIQUE-EURO,0.879,2019-06-30,111,2019,3,2019,2,06,30
2019-06-30,MAURITANIA,OUGUIYA,MAURITANIA-OUGUIYA,36.0,2019-06-30,112,2019,3,2019,2,06,30
2019-06-30,MAURITIUS,RUPEE,MAURITIUS-RUPEE,35.5,2019-06-30,113,2019,3,2019,2,06,30
2019-06-30,MEXICO,PESO,MEXICO-PESO,19.175,2019-06-30,114,2019,3,2019,2,06,30
2019-06-30,MICRONESIA,DOLLAR,MICRONESIA-DOLLAR,1.0,2019-06-30,115,2019,3,2019,2,06,30
2019-06-30,MOLDOVA,LEU,MOLDOVA-LEU,18.0,2019-06-30,116,2019,3,2019,2,06,30
2019-06-30,MONGOLIA,TUGRIK,MONGOLIA-TUGRIK,2657.51,2019-06-30,117,2019,3,2019,2,06,30
2019-06-30,MONTENEGRO,EURO,MONTENEGRO-EURO,0.879,2019-06-30,118,2019,3,2019,2,06,30
2019-06-30,MOROCCO,DIRHAM,MOROCCO-DIRHAM,9.576,2019-06-30,119,2019,3,2019,2,06,30
2019-06-30,MOZAMBIQUE,METICAL,MOZAMBIQUE-METICAL,61.5,2019-06-30,120,2019,3,2019,2,06,30
2019-06-30,NAMIBIA,DOLLAR,NAMIBIA-DOLLAR,14.168,2019-06-30,121,2019,3,2019,2,06,30
2019-06-30,NEPAL,RUPEE,NEPAL-RUPEE,110.55,2019-06-30,122,2019,3,2019,2,06,30
2019-06-30,NETHERLANDS,EURO,NETHERLANDS-EURO,0.879,2019-06-30,124,2019,3,2019,2,06,30
2019-06-30,NETHERLANDS ANTILLES,GUILDER,NETHERLANDS ANTILLES-GUILDER,1.78,2019-06-30,123,2019,3,2019,2,06,30
2019-06-30,NEW ZEALAND,DOLLAR,NEW ZEALAND-DOLLAR,1.491,2019-06-30,125,2019,3,2019,2,06,30
2019-06-30,NICARAGUA,CORDOBA,NICARAGUA-CORDOBA,33.05,2019-06-30,126,2019,3,2019,2,06,30
2019-06-30,NIGER,CFA FRANC,NIGER-CFA FRANC,573.5,2019-06-30,127,2019,3,2019,2,06,30
2019-06-30,NIGERIA,NAIRA,NIGERIA-NAIRA,361.0,2019-06-30,128,2019,3,2019,2,06,30
2019-06-30,NORWAY,KRONE,NORWAY-KRONE,8.52,2019-06-30,129,2019,3,2019,2,06,30
2019-06-30,OMAN,RIAL,OMAN-RIAL,0.385,2019-06-30,130,2019,3,2019,2,06,30
2019-06-30,PAKISTAN,RUPEE,PAKISTAN-RUPEE,157.5,2019-06-30,131,2019,3,2019,2,06,30
2019-06-30,PALAU,DOLLAR,PALAU-DOLLAR,1.0,2019-06-30,132,2019,3,2019,2,06,30
2019-06-30,PANAMA,BALBOA,PANAMA-BALBOA,1.0,2019-06-30,133,2019,3,2019,2,06,30
2019-06-30,PAPUA NEW GUINEA,KINA,PAPUA NEW GUINEA-KINA,3.3,2019-06-30,134,2019,3,2019,2,06,30
2019-06-30,PARAGUAY,GUARANI,PARAGUAY-GUARANI,6184.35,2019-06-30,135,2019,3,2019,2,06,30
2019-06-30,PERU,NUEVO SOL,PERU-NUEVO SOL,3.289,2019-06-30,136,2019,3,2019,2,06,30
2019-06-30,PHILIPPINES,PESO,PHILIPPINES-PESO,51.346,2019-06-30,137,2019,3,2019,2,06,30
2019-06-30,POLAND,ZLOTY,POLAND-ZLOTY,3.737,2019-06-30,138,2019,3,2019,2,06,30
2019-06-30,PORTUGAL,EURO,PORTUGAL-EURO,0.879,2019-06-30,139,2019,3,2019,2,06,30
2019-06-30,QATAR,RIYAL,QATAR-RIYAL,3.641,2019-06-30,140,2019,3,2019,2,06,30
2019-06-30,ROMANIA,NEW LEU,ROMANIA-NEW LEU,4.162,2019-06-30,141,2019,3,2019,2,06,30
