"COU","Country","CENTGOV_RATES","Central government tax rates and thresholds","LEVEL_GOV","Level of government","TAX_BASE","Tax base","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2009","2009","NATCUR","National currency","0","Units",,,11250,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2010","2010","NATCUR","National currency","0","Units",,,11240,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2011","2011","NATCUR","National currency","0","Units",,,11480,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2012","2012","NATCUR","National currency","0","Units",,,11890,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2013","2013","NATCUR","National currency","0","Units",,,12220,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2014","2014","NATCUR","National currency","0","Units",,,12360,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2015","2015","NATCUR","National currency","0","Units",,,12400,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2016","2016","NATCUR","National currency","0","Units",,,12470,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2017","2017","NATCUR","National currency","0","Units",,,12720,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2018","2018","NATCUR","National currency","0","Units",,,22290,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2019","2019","NATCUR","National currency","0","Units",,,23390,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2020","2020","NATCUR","National currency","0","Units",,,23720,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2021","2021","NATCUR","National currency","0","Units",,,23900,,
"BEL","Belgium","02_TH","02 Threshold","L","L","CTG","CTg","2022","2022","NATCUR","National currency","0","Units",,,24480,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2000","2000","NATCUR","National currency","0","Units",,,60009,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2001","2001","NATCUR","National currency","0","Units",,,61629,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2002","2002","NATCUR","National currency","0","Units",,,63786,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2003","2003","NATCUR","National currency","0","Units",,,64871,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2004","2004","NATCUR","National currency","0","Units",,,66752,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2005","2005","NATCUR","National currency","0","Units",,,68020,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2006","2006","NATCUR","National currency","0","Units",,,69517,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2007","2007","NATCUR","National currency","0","Units",,,70976,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2008","2008","NATCUR","National currency","0","Units",,,72041,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2009","2009","NATCUR","National currency","0","Units",,,73698,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2010","2010","NATCUR","National currency","0","Units",,,74214,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2011","2011","NATCUR","National currency","0","Units",,,75550,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2012","2012","NATCUR","National currency","0","Units",,,78043,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2013","2013","NATCUR","National currency","0","Units",,,79448,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,80242,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,81847,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,83075,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,84404,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,85923,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,87813,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,89482,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,90287,,
"CAN","Canada","02_TH","02 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,92454,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2000","2000","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2001","2001","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2002","2002","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2003","2003","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2004","2004","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2005","2005","NATCUR","National currency","0","Units",,,7000000,,
"JPN","Japan","02_TH","02 Threshold","L","L","TY","TY","2006","2006","NATCUR","National currency","0","Units",,,7000000,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2000","2000","NATCUR","National currency","0","Units",,,12873.679276,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2001","2001","NATCUR","National currency","0","Units",,,12873.679276,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2002","2002","NATCUR","National currency","0","Units",,,12873.68,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2003","2003","NATCUR","National currency","0","Units",,,13800,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2004","2004","NATCUR","National currency","0","Units",,,13800,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2005","2005","NATCUR","National currency","0","Units",,,14076,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2006","2006","NATCUR","National currency","0","Units",,,14357.52,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2007","2007","NATCUR","National currency","0","Units",,,32360,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2008","2008","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2009","2009","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2010","2010","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2011","2011","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2012","2012","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2013","2013","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2014","2014","NATCUR","National currency","0","Units",,,33007.2,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2015","2015","NATCUR","National currency","0","Units",,,20200,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2016","2016","NATCUR","National currency","0","Units",,,20200,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2017","2017","NATCUR","National currency","0","Units",,,17707,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2018","2018","NATCUR","National currency","0","Units",,,17707,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2019","2019","NATCUR","National currency","0","Units",,,17707,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2020","2020","NATCUR","National currency","0","Units",,,17707,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2021","2021","NATCUR","National currency","0","Units",,,17707,,
"ESP","Spain","02_TH","02 Threshold","S","S","TY","TY","2022","2022","NATCUR","National currency","0","Units",,,17707,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2000","2000","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2001","2001","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2002","2002","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2003","2003","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2004","2004","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2005","2005","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2006","2006","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2007","2007","NATCUR","National currency","0","Units",,,9600,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2008","2008","NATCUR","National currency","0","Units",,,10500,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2009","2009","NATCUR","National currency","0","Units",,,10500,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2010","2010","NATCUR","National currency","0","Units",,,10500,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2011","2011","NATCUR","National currency","0","Units",,,10500,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2012","2012","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2013","2013","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,11400,,
"CHE","Switzerland","02_TH","02 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,11400,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2000","2000","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2001","2001","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2002","2002","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2003","2003","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2004","2004","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2005","2005","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2006","2006","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2007","2007","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2008","2008","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2009","2009","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2010","2010","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2011","2011","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2012","2012","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2013","2013","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2014","2014","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2015","2015","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2016","2016","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2017","2017","PC","Percentage","0","Units",,,40,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2018","2018","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2019","2019","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2020","2020","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2021","2021","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","03_MR","03 Marginal rate","L","L","CTG","CTg","2022","2022","PC","Percentage","0","Units",,,45,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2000","2000","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2001","2001","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2002","2002","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2003","2003","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2004","2004","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2005","2005","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2006","2006","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2007","2007","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2008","2008","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2009","2009","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2010","2010","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2011","2011","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2012","2012","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2013","2013","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2014","2014","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2015","2015","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2016","2016","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2017","2017","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2018","2018","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2019","2019","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2020","2020","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2021","2021","PC","Percentage","0","Units",,,11.16,,
"CAN","Canada","03_MR","03 Marginal rate","S","S","TYS","TYs","2022","2022","PC","Percentage","0","Units",,,11.16,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2000","2000","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2001","2001","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2002","2002","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2003","2003","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2004","2004","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2005","2005","PC","Percentage","0","Units",,,13,,
"JPN","Japan","03_MR","03 Marginal rate","L","L","TY","TY","2006","2006","PC","Percentage","0","Units",,,13,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2000","2000","PC","Percentage","0","Units",,,4.73,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2001","2001","PC","Percentage","0","Units",,,4.73,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2002","2002","PC","Percentage","0","Units",,,4.73,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2003","2003","PC","Percentage","0","Units",,,9.32,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2004","2004","PC","Percentage","0","Units",,,9.32,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2005","2005","PC","Percentage","0","Units",,,9.32,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2006","2006","PC","Percentage","0","Units",,,9.32,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2007","2007","PC","Percentage","0","Units",,,12.86,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2008","2008","PC","Percentage","0","Units",,,12.86,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2009","2009","PC","Percentage","0","Units",,,12.86,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2010","2010","PC","Percentage","0","Units",,,12.86,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2011","2011","PC","Percentage","0","Units",,,18.5,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2012","2012","PC","Percentage","0","Units",,,18.5,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2013","2013","PC","Percentage","0","Units",,,18.5,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2014","2014","PC","Percentage","0","Units",,,18.5,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2015","2015","PC","Percentage","0","Units",,,15.5,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2016","2016","PC","Percentage","0","Units",,,15,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2017","2017","PC","Percentage","0","Units",,,13.3,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2018","2018","PC","Percentage","0","Units",,,13.3,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2019","2019","PC","Percentage","0","Units",,,13.3,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2020","2020","PC","Percentage","0","Units",,,13.3,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2021","2021","PC","Percentage","0","Units",,,13.3,,
"ESP","Spain","03_MR","03 Marginal rate","S","S","TY","TY","2022","2022","PC","Percentage","0","Units",,,12.8,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2000","2000","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2001","2001","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2002","2002","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2003","2003","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2004","2004","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2005","2005","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2006","2006","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2007","2007","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2008","2008","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2009","2009","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2010","2010","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2011","2011","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2012","2012","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2013","2013","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2014","2014","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2015","2015","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2016","2016","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2017","2017","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2018","2018","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2019","2019","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2020","2020","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2021","2021","PC","Percentage","0","Units",,,3,,
"CHE","Switzerland","03_MR","03 Marginal rate","S","S","TYS","TYs","2022","2022","PC","Percentage","0","Units",,,3,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2000","2000","NATCUR","National currency","0","Units",,,12097.204,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2001","2001","NATCUR","National currency","0","Units",,,12420,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2002","2002","NATCUR","National currency","0","Units",,,12720,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2003","2003","NATCUR","National currency","0","Units",,,14530,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2004","2004","NATCUR","National currency","0","Units",,,16480,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2005","2005","NATCUR","National currency","0","Units",,,16830,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2006","2006","NATCUR","National currency","0","Units",,,17300,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2007","2007","NATCUR","National currency","0","Units",,,17610,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2008","2008","NATCUR","National currency","0","Units",,,17930,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2009","2009","NATCUR","National currency","0","Units",,,18740,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2010","2010","NATCUR","National currency","0","Units",,,18730,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2011","2011","NATCUR","National currency","0","Units",,,19130,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2012","2012","NATCUR","National currency","0","Units",,,19810,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2013","2013","NATCUR","National currency","0","Units",,,20370,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2014","2014","NATCUR","National currency","0","Units",,,20600,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2015","2015","NATCUR","National currency","0","Units",,,20660,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2016","2016","NATCUR","National currency","0","Units",,,20780,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2017","2017","NATCUR","National currency","0","Units",,,21190,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2018","2018","NATCUR","National currency","0","Units",,,39660,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2019","2019","NATCUR","National currency","0","Units",,,40480,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2020","2020","NATCUR","National currency","0","Units",,,41060,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2021","2021","NATCUR","National currency","0","Units",,,41360,,
"BEL","Belgium","03_TH","03 Threshold","L","L","CTG","CTg","2022","2022","NATCUR","National currency","0","Units",,,42370,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2012","2012","NATCUR","National currency","0","Units",,,500000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2013","2013","NATCUR","National currency","0","Units",,,509000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,150000,,
"CAN","Canada","03_TH","03 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,150000,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2000","2000","NATCUR","National currency","0","Units",,,25134.326205,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2001","2001","NATCUR","National currency","0","Units",,,25134.326205,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2002","2002","NATCUR","National currency","0","Units",,,25134.33,,
