"COU","Country","CENTGOV_RATES","Central government tax rates and thresholds","LEVEL_GOV","Level of government","TAX_BASE","Tax base","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2003","2003","NATCUR","National currency","0","Units",,,25800,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2004","2004","NATCUR","National currency","0","Units",,,25800,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2005","2005","NATCUR","National currency","0","Units",,,26316,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2006","2006","NATCUR","National currency","0","Units",,,26842.32,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2007","2007","NATCUR","National currency","0","Units",,,52360,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2008","2008","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2009","2009","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2010","2010","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2011","2011","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2012","2012","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2013","2013","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2014","2014","NATCUR","National currency","0","Units",,,53407.2,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2015","2015","NATCUR","National currency","0","Units",,,34000,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2016","2016","NATCUR","National currency","0","Units",,,35200,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2017","2017","NATCUR","National currency","0","Units",,,33007,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2018","2018","NATCUR","National currency","0","Units",,,33007,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2019","2019","NATCUR","National currency","0","Units",,,33007,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2020","2020","NATCUR","National currency","0","Units",,,33007,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2021","2021","NATCUR","National currency","0","Units",,,33007,,
"ESP","Spain","03_TH","03 Threshold","S","S","TY","TY","2022","2022","NATCUR","National currency","0","Units",,,33007,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2000","2000","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2001","2001","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2002","2002","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2003","2003","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2004","2004","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2005","2005","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2006","2006","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2007","2007","NATCUR","National currency","0","Units",,,13700,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2008","2008","NATCUR","National currency","0","Units",,,14800,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2009","2009","NATCUR","National currency","0","Units",,,14800,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2010","2010","NATCUR","National currency","0","Units",,,14800,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2011","2011","NATCUR","National currency","0","Units",,,14800,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2012","2012","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2013","2013","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,16100,,
"CHE","Switzerland","03_TH","03 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,16100,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2000","2000","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2001","2001","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2002","2002","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2003","2003","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2004","2004","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2005","2005","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2006","2006","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2007","2007","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2008","2008","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2009","2009","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2010","2010","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2011","2011","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2012","2012","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2013","2013","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2014","2014","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2015","2015","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2016","2016","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2017","2017","PC","Percentage","0","Units",,,45,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2018","2018","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2019","2019","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2020","2020","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2021","2021","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","04_MR","04 Marginal rate","L","L","CTG","CTg","2022","2022","PC","Percentage","0","Units",,,50,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2012","2012","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2013","2013","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2014","2014","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2015","2015","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2016","2016","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2017","2017","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2018","2018","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2019","2019","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2020","2020","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2021","2021","PC","Percentage","0","Units",,,12.16,,
"CAN","Canada","04_MR","04 Marginal rate","S","S","TYS","TYs","2022","2022","PC","Percentage","0","Units",,,12.16,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2000","2000","PC","Percentage","0","Units",,,5.72,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2001","2001","PC","Percentage","0","Units",,,5.72,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2002","2002","PC","Percentage","0","Units",,,5.72,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2003","2003","PC","Percentage","0","Units",,,12.29,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2004","2004","PC","Percentage","0","Units",,,12.29,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2005","2005","PC","Percentage","0","Units",,,12.29,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2006","2006","PC","Percentage","0","Units",,,12.29,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2007","2007","PC","Percentage","0","Units",,,15.87,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2008","2008","PC","Percentage","0","Units",,,15.87,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2009","2009","PC","Percentage","0","Units",,,15.87,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2010","2010","PC","Percentage","0","Units",,,15.87,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2011","2011","PC","Percentage","0","Units",,,21.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2012","2012","PC","Percentage","0","Units",,,21.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2013","2013","PC","Percentage","0","Units",,,21.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2014","2014","PC","Percentage","0","Units",,,21.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2015","2015","PC","Percentage","0","Units",,,19.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2016","2016","PC","Percentage","0","Units",,,18.5,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2017","2017","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2018","2018","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2019","2019","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2020","2020","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2021","2021","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","04_MR","04 Marginal rate","S","S","TY","TY","2022","2022","PC","Percentage","0","Units",,,17.4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2000","2000","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2001","2001","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2002","2002","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2003","2003","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2004","2004","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2005","2005","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2006","2006","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2007","2007","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2008","2008","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2009","2009","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2010","2010","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2011","2011","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2012","2012","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2013","2013","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2014","2014","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2015","2015","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2016","2016","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2017","2017","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2018","2018","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2019","2019","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2020","2020","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2021","2021","PC","Percentage","0","Units",,,4,,
"CHE","Switzerland","04_MR","04 Marginal rate","S","S","TYS","TYs","2022","2022","PC","Percentage","0","Units",,,4,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2000","2000","NATCUR","National currency","0","Units",,,27838.443,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2001","2001","NATCUR","National currency","0","Units",,,28540,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2002","2002","NATCUR","National currency","0","Units",,,29260,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2003","2003","NATCUR","National currency","0","Units",,,29740,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2004","2004","NATCUR","National currency","0","Units",,,30210,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2005","2005","NATCUR","National currency","0","Units",,,30840,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2006","2006","NATCUR","National currency","0","Units",,,31700,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2007","2007","NATCUR","National currency","0","Units",,,32270,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2008","2008","NATCUR","National currency","0","Units",,,32860,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2009","2009","NATCUR","National currency","0","Units",,,34360,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2010","2010","NATCUR","National currency","0","Units",,,34330,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2011","2011","NATCUR","National currency","0","Units",,,35060,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2012","2012","NATCUR","National currency","0","Units",,,36300,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2013","2013","NATCUR","National currency","0","Units",,,37330,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2014","2014","NATCUR","National currency","0","Units",,,37750,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2015","2015","NATCUR","National currency","0","Units",,,37870,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2016","2016","NATCUR","National currency","0","Units",,,38080,,
"BEL","Belgium","04_TH","04 Threshold","L","L","CTG","CTg","2017","2017","NATCUR","National currency","0","Units",,,38830,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,220000,,
"CAN","Canada","04_TH","04 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,220000,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2000","2000","NATCUR","National currency","0","Units",,,40460.134867,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2001","2001","NATCUR","National currency","0","Units",,,40460.134867,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2002","2002","NATCUR","National currency","0","Units",,,40460.13,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2003","2003","NATCUR","National currency","0","Units",,,45000,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2004","2004","NATCUR","National currency","0","Units",,,45000,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2005","2005","NATCUR","National currency","0","Units",,,45900,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2006","2006","NATCUR","National currency","0","Units",,,46818,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2015","2015","NATCUR","National currency","0","Units",,,60000,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2016","2016","NATCUR","National currency","0","Units",,,60000,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2017","2017","NATCUR","National currency","0","Units",,,53407,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2018","2018","NATCUR","National currency","0","Units",,,53407,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2019","2019","NATCUR","National currency","0","Units",,,53407,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2020","2020","NATCUR","National currency","0","Units",,,53407,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2021","2021","NATCUR","National currency","0","Units",,,53407,,
"ESP","Spain","04_TH","04 Threshold","S","S","TY","TY","2022","2022","NATCUR","National currency","0","Units",,,53407,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2000","2000","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2001","2001","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2002","2002","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2003","2003","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2004","2004","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2005","2005","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2006","2006","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2007","2007","NATCUR","National currency","0","Units",,,20400,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2008","2008","NATCUR","National currency","0","Units",,,21800,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2009","2009","NATCUR","National currency","0","Units",,,21800,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2010","2010","NATCUR","National currency","0","Units",,,21800,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2011","2011","NATCUR","National currency","0","Units",,,21800,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2012","2012","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2013","2013","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2014","2014","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2015","2015","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2016","2016","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2017","2017","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2018","2018","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2019","2019","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2020","2020","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2021","2021","NATCUR","National currency","0","Units",,,23700,,
"CHE","Switzerland","04_TH","04 Threshold","S","S","TYS","TYs","2022","2022","NATCUR","National currency","0","Units",,,23700,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2000","2000","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2001","2001","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2002","2002","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2003","2003","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2004","2004","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2005","2005","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2006","2006","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2007","2007","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2008","2008","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2009","2009","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2010","2010","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2011","2011","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2012","2012","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2013","2013","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2014","2014","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2015","2015","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2016","2016","PC","Percentage","0","Units",,,50,,
"BEL","Belgium","05_MR","05 Marginal rate","L","L","CTG","CTg","2017","2017","PC","Percentage","0","Units",,,50,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2014","2014","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2015","2015","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2016","2016","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2017","2017","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2018","2018","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2019","2019","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2020","2020","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2021","2021","PC","Percentage","0","Units",,,13.16,,
"CAN","Canada","05_MR","05 Marginal rate","S","S","TYS","TYs","2022","2022","PC","Percentage","0","Units",,,13.16,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2000","2000","PC","Percentage","0","Units",,,6.93,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2001","2001","PC","Percentage","0","Units",,,6.93,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2002","2002","PC","Percentage","0","Units",,,6.93,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2003","2003","PC","Percentage","0","Units",,,15.84,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2004","2004","PC","Percentage","0","Units",,,15.84,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2005","2005","PC","Percentage","0","Units",,,15.84,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2006","2006","PC","Percentage","0","Units",,,15.84,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2015","2015","PC","Percentage","0","Units",,,23.5,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2016","2016","PC","Percentage","0","Units",,,22.5,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2017","2017","PC","Percentage","0","Units",,,21,,
"ESP","Spain","05_MR","05 Marginal rate","S","S","TY","TY","2018","2018","PC","Percentage","0","Units",,,21,,
